feature_signature,group_size,distinct_labels
18108:0.08955457|36899:0.00530562|21582:0.01307588|45676:0.01337474|10620:0.00844580|28853:0.15610892|11146:0.02699127|13408:0.04708387|4871:0.00981022|27300:0.07639444|11746:0.02069275|20008:0.03125650|13102:0.03085795|38006:0.09766350|14118:0.15130343|42166:0.15441136|46603:0.02895337|11172:0.01767456|14131:0.15883689|42180:0.20228523|14141:0.20620028|45265:0.01277460|29993:0.01692543|44203:0.11162397|38409:0.01780900|24137:0.01510769|6994:0.18364703|36332:0.02716303|6995:0.18467645|6684:0.04558475|6334:0.22672244|7186:0.06531799|39528:0.08027744|5239:0.02818972|33627:0.02447465|39668:0.02695001|45713:0.02321731|33072:0.04607338|37957:0.02915354|1404:0.02351136|31882:0.03347193|46255:0.02498358|13158:0.02731131|33648:0.02095738|15862:0.02709082|42441:0.02529815|42442:0.02642985|25013:0.02774842|37632:0.02279237|1334:0.22969239|1253:0.04634987|21590:0.02395266|13177:0.02437988|39988:0.06762807|39956:0.10615296|39932:0.03448950|41847:0.02975066|24832:0.10986014|12305:0.21926292|9770:0.03025244|25629:0.05027582|21752:0.02673085|25630:0.02686436|1257:0.02553824|4885:0.02504903|1255:0.02646053|27314:0.22630324|1345:0.26031859|21753:0.02689841|25631:0.02701982|21591:0.02562563|1258:0.02577982|27315:0.27220654|38097:0.24293039|38098:0.24371228|41032:0.03481604|12339:0.03069374|37080:0.03372585|39991:0.10017179|40954:0.02988800|6688:0.03158628|39541:0.14334578|24602:0.03438608|24853:0.05647304|46407:0.03372585|13179:0.03347193|18374:0.12227481|1341:0.03542413|39960:0.03555711|15193:0.03293322|6357:0.03783403|6416:0.03232903|15863:0.03363949|28869:0.10378663|6999:0.10627239|46257:0.03517021|4815:0.03315567|39941:0.07167289|6692:0.02995839|28897:0.12655585|21304:0.03272199|24838:0.20757326|24839:0.14393369,3,2
18108:0.09093475|40320:0.03747780|36899:0.03663421|29109:0.05813696|47879:0.02637631|21582:0.04514315|29408:0.05067390|9033:0.66160671|9040:0.64194554|14648:0.13061817|25432:0.23814307|25312:0.23814307,3,2
18108:0.12403225|36899:0.00960922|2074:0.01706039|41932:0.00625792|23973:0.03772672|31386:0.14074750|7941:0.01117118|10620:0.06118617|17263:0.01019452|10690:0.08281585|4871:0.02665155|35232:0.01499571|25216:0.01823228|27300:0.00988294|40238:0.04807881|49810:0.02187129|14687:0.01946564|38006:0.00982680|40275:0.01959129|45813:0.01376264|22717:0.01624397|48820:0.01314654|23505:0.01719850|31494:0.02474945|31577:0.01843137|31557:0.02151856|3909:0.19253199|4916:0.02263422|18264:0.01934402|4065:0.03317022|3923:0.02009966|3952:0.02567824|3953:0.02855649|42250:0.03675961|5102:0.02186327|42284:0.03038631|24094:0.02850995|5104:0.03095838|8017:0.02240543|3916:0.03016530|35257:0.02691086|35258:0.02982336|3946:0.02712945|22731:0.02640059|18969:0.01755719|5039:0.01887852|31637:0.02385194|31695:0.02787277|2095:0.02865132|30887:0.17801064|3972:0.06167895|42254:0.02771949|43527:0.24880609|24131:0.71903011|24134:0.47959545|41981:0.02700300|31659:0.03104763|19203:0.19082176|31544:0.02927623|31527:0.02775724|3980:0.03123269|45826:0.03095838|4013:0.02874858|31409:0.02753622|4917:0.02860361|22733:0.03054115|2096:0.03173916|18271:0.02895092,3,2
18108:0.32042724|36899:0.32272043|47879:0.46471174|12776:0.75975056,3,2
22661:1.00000000,3,2
21929:0.28942583|46291:0.27259062|35194:0.29484886|25676:0.63133292|43820:0.48122415|15899:0.35331751,3,2
6425:0.02118321|18108:0.04475991|36899:0.03220017|41932:0.00838802|21582:0.03967922|48347:0.01476633|10620:0.02050327|13813:0.01181563|17263:0.05465839|17428:0.01493090|10690:0.02775130|47061:0.16291937|49074:0.07536978|21692:0.01700311|13854:0.01574213|13856:0.01636346|41967:0.01325793|30070:0.07052467|7009:0.08247104|46334:0.06226760|6597:0.05357667|47093:0.03160312|14200:0.60315199|25779:0.16530150|16896:0.04541295|48430:0.22249209|17334:0.02962689|7028:0.02887271|17433:0.03098371|17335:0.03098371|14874:0.25364390|14891:0.03916613|30094:0.03873624|2001:0.12441904|14885:0.03469036|36919:0.12555262|48463:0.03303763|16918:0.03436031|3877:0.03873624|3873:0.08187386|2007:0.03433134|36922:0.03441875|48452:0.03124448|25781:0.03524673|21904:0.03165405|21685:0.03290500|39314:0.11339361|2653:0.17621586|18700:0.06969555|48471:0.08599664|2004:0.03963576|36921:0.03963576|2005:0.04083210|15156:0.04093693|15157:0.04226021|18260:0.03924145|3880:0.04367720|3874:0.09129722|18262:0.04425336|14892:0.04467728|25792:0.04115330|19041:0.03791342|47105:0.03441875|14218:0.03846859|17732:0.03681414|21905:0.03545859|48464:0.03575555|47084:0.03768489|21756:0.03887553|14203:0.04062871|14237:0.34527786|16904:0.04104396|47085:0.04315973|3886:0.04564861|48450:0.17621586|14212:0.26539396|3885:0.13158628|17397:0.04299832|14238:0.18485633,3,2
3404:0.08076046|40075:0.05312535|2557:0.01200847|18108:0.05938819|40320:0.05152887|36899:0.01652733|29109:0.00874273|26328:0.00244045|3513:0.02511013|40180:0.01104704|47879:0.00906631|21582:0.00678870|46637:0.00659482|26754:0.01164801|31386:0.01676730|48347:0.00180455|3102:0.00834620|13558:0.00625767|10620:0.01127537|2364:0.00580272|13813:0.00433185|17263:0.03005832|28830:0.00367010|22346:0.03968727|28853:0.00463133|11146:0.00600568|17428:0.00729863|17468:0.00430087|10690:0.00678279|22370:0.00319699|4871:0.01455212|270:0.02831160|6804:0.00230902|4237:0.01226875|788:0.00376135|3802:0.00588356|22078:0.01030447|30984:0.00306776|3224:0.00226360|25479:0.00750181|11315:0.00350130|4900:0.00299006|21692:0.00415579|13854:0.00384759|13856:0.00399945|34092:0.00768762|40238:0.00196888|27673:0.02822109|27129:0.00915724|2218:0.01801887|42546:0.00514444|9615:0.00284386|20008:0.00463648|13102:0.03204150|38006:0.04507082|9656:0.00373053|38612:0.00497741|38611:0.00468539|24527:0.01477934|16700:0.00370597|35630:0.05106756|11769:0.15639118|16665:0.01329486|6281:0.00734324|44793:0.01314676|46916:0.00703062|43811:0.11437823|20078:0.00316728|29270:0.00203154|11172:0.00262178|38123:0.00477730|9657:0.00373388|38243:0.04285657|22347:0.04504717|13165:0.00516448|46638:0.00966892|28885:0.00479557|38197:0.01779683|38489:0.00423187|38124:0.00477730|38244:0.05383694|9659:0.00496510|38245:0.00429484|18619:0.08010613|15985:0.00572813|30070:0.00215465|22717:0.02128666|8840:0.00969127|29993:0.00251066|23505:0.00281719|13885:0.00299363|22752:0.00580184|17300:0.00677912|13887:0.00307995|3584:0.01802189|40124:0.02592543|29195:0.00304408|4240:0.00839813|17389:0.00578265|17440:0.00639823|17441:0.00367010|14376:0.00289046|21696:0.00354805|17390:0.00315460|39961:0.03223739|13294:0.05198950|39271:0.00996076|39277:0.00404847|20917:0.00964164|46437:0.01295175|6969:0.04220739|23750:0.00890908|44194:0.00689005|11327:0.20351084|46438:0.01295175|3521:0.02229409|40322:0.04109122|22364:0.00951909|23751:0.00893069|18587:0.02678221|3522:0.02326041|22365:0.00955459|13320:0.01127355|44556:0.00386212|6812:0.00370118|22747:0.00639965|46366:0.00447634|31499:0.00583479|26410:0.01596005|33865:0.01129991|19106:0.01105168|27743:0.00428253|17553:0.00400282|22736:0.00375091|19225:0.00284467|17513:0.01239356|17392:0.00400802|17518:0.00424320|44198:0.00811943|44834:0.00399255|45382:0.08512705|12753:0.07934891|28854:0.00373894|22755:0.00422074|33682:0.01502735|38810:0.01228418|14071:0.15650041|3415:0.01150754|14074:0.03260055|3462:0.03029308|3413:0.00893069|12757:0.00464773|12417:0.01892297|16743:0.12491935|3600:0.00479557|26237:0.00647587|43239:0.02095275|22737:0.00420981|39266:0.01202407|3418:0.00518151|21700:0.00358393|26618:0.00414471|29370:0.00386418|40323:0.03337850|22371:0.00402121|45396:0.00376311|45392:0.02581906|587:0.01057810|15995:0.01379568|2221:0.00475085|15996:0.00477730|43113:0.00997992|32962:0.03501939|32959:0.03511096|32955:0.03530008|10419:0.01581237|12022:0.00914423|41208:0.11073120|45394:0.07869106|11389:0.00518151|46266:0.01089571|11798:0.00388311|2380:0.00507111|19617:0.00994272|961:0.00758754|557:0.01433189|848:0.07135871|5014:0.00302501|27706:0.00403742|13177:0.01084927|24530:0.00516448|30065:0.00420620|42576:0.00659976|26764:0.00452839|39269:0.01582324|32935:0.01003170|4910:0.01400057|33716:0.00513178|44796:0.01364026|46645:0.01688295|12464:0.00501585|40188:0.00376135|37374:0.00408579|37085:0.09118611|3649:0.01747829|3650:0.01823722|32949:0.00454057|25681:0.02028446|49912:0.01496988|49901:0.01570670|32844:0.23011197|26235:0.00887735|49902:0.01058957|40416:0.03706349|19751:0.02232673|10663:0.00482403|10420:0.01683649|18653:0.00988241|6813:0.00397251|963:0.00995482|20952:0.00960983|11840:0.00439338|11884:0.04977562|964:0.01043404|39933:0.00504287|22769:0.00505683|47923:0.00510071|49893:0.01394318|4914:0.01534814|39270:0.00448191|38618:0.01279950|39272:0.00508573|11859:0.00409173|27701:0.03296398|40085:0.00988241|5018:0.00441814|18771:0.01260787|45000:0.03721093|38060:0.00431590|14097:0.00511605|14091:0.00540806|33714:0.00514792|22349:0.00938642|45313:0.03356418|35640:0.00482403|19447:0.03187099|22412:0.00988241|30411:0.03147411|5212:0.02876942|30145:0.00500277|36202:0.00492959|40181:0.00505683|10653:0.00504287|19189:0.00981399|24541:0.02758194|22718:0.00431590|14092:0.00445992|11781:0.00491819|45792:0.03904999|38223:0.00424702|27692:0.01058957|3514:0.02034293|17378:0.00497741|11352:0.00941828|40105:0.00523557|16701:0.00469321|32951:0.08873265|49910:0.00938642|37089:0.00483382|40373:0.02825484|17516:0.00478637|44199:0.00990608|22410:0.02101875|22350:0.01072049|13748:0.14886087|4964:0.00449321|17514:0.00508573|16755:0.00545987|16756:0.02743742|30002:0.00459184|38156:0.02608510|18621:0.00479557|13761:0.06692291|858:0.06938945|32867:0.04633124|33773:0.01588435|32873:0.01521334|558:0.04548273|2305:0.05410010|32878:0.01544375|32757:0.01017147|22439:0.08505356|32708:0.01086685|32766:0.03275920|32969:0.00486413|42618:0.00426255|32885:0.01622418|26845:0.00540806|47758:0.00538369|14108:0.00523557|6278:0.00536025|46477:0.01043404|13345:0.08915471|39931:0.01086685|32895:0.00540806|47585:0.00513178|45661:0.01398756|49904:0.02094227|49909:0.01058957|32889:0.03768585|32875:0.01601295|12935:0.03275920|22469:0.01063170|32863:0.02135060|32876:0.01091973|14076:0.00488519|13755:0.00488519|4882:0.00513178|4956:0.00478637|32874:0.00508573|32963:0.03736355|32960:0.03736355|14098:0.01646245|32952:0.09690648|11887:0.12041807|41209:0.12041807|11871:0.11742830|32847:0.11953533|11897:0.01859091|2306:0.06136427|32855:0.05759125|13759:0.00502921|32956:0.03736355|13757:0.07390943|40417:0.02135060|32879:0.01076739|11362:0.01637960|13752:0.04784263|20048:0.00502921|13754:0.00475954|12422:0.01091973|22446:0.01091973|29524:0.01091973|22440:0.00540806|11382:0.00518151|11354:0.00525469|26411:0.00529478|10422:0.00543342|11332:0.00538369|11398:0.01050937|11395:0.00521702|11379:0.00505683|13309:0.03692089|11349:0.09358219|13346:0.02680123|11347:0.09208885|14078:0.00536025|32709:0.01091973|11361:0.01054882|13347:0.01103278|32859:0.01705602|39962:0.01705602|13329:0.01097497|35647:0.03904999|46478:0.00554670|39963:0.01137068|12759:0.00545987|39934:0.00545987|11895:0.00525469|5087:0.00519901|2385:0.00540806|47586:0.00545987|12756:0.02231428|32845:0.01646245|857:0.01694302|11396:0.00538369|25682:0.00536025|11390:0.00502921|40419:0.00538369|14081:0.00482403|32861:0.01122432|43114:0.01122432|49905:0.01654916|32892:0.01615108|32869:0.01086685|32868:0.01091973|12936:0.01637960|856:0.00536025|13764:0.01137068|43245:0.01054882|49911:0.01076739|32890:0.02153477|32864:0.01137068|859:0.02206555|43242:0.01091973|32877:0.01091973|853:0.01081612|32865:0.01091973|850:0.02173370|855:0.01091973|19345:0.00536025|4965:0.00501585|18626:0.11603707|11888:0.12131148|41211:0.11742830|11872:0.12136053|32850:0.02231428|11898:0.01859091|2307:0.06136427|32856:0.00568534|13760:0.00533765|32957:0.03411204|46449:0.00479557|13758:0.07390943|3464:0.02153477|18591:0.00545987|49903:0.01091973|32848:0.06822409|11380:0.00523557|13310:0.03176871|11350:0.02704031|18588:0.01063170|11348:0.03706349|32710:0.01091973|13311:0.00545987|11351:0.01103278|13348:0.01103278|32860:0.01705602|35648:0.03904999|11399:0.00554670|39964:0.01137068|18654:0.00545987|39935:0.00551639|18620:0.00545987|11782:0.00545987|2386:0.00545987|32846:0.01694302|10715:0.00516448|32862:0.01122432|40418:0.01086685|13753:0.01137068|13765:0.01137068|19753:0.01063170|43246:0.01076739|19752:0.01091973|43243:0.01091973|45393:0.02743742|46439:0.01601295|854:0.01091973|32891:0.01103278|32866:0.01091973|851:0.01103278|40294:0.00491819|40126:0.01588435|32968:0.01622418|17424:0.00513178|45380:0.00488519|45381:0.00516448|40131:0.00444921|16660:0.00540806|45397:0.00497741|40178:0.00960983|40183:0.00496510|19618:0.00970772|16669:0.00494120|29278:0.00529478|28311:0.01664010|3251:0.00504287|11364:0.01683649|32851:0.00540806|13749:0.01137068|45395:0.09229286|13750:0.01153661|37088:0.02325739|48598:0.00561216|3416:0.01023209|43817:0.02932039|43258:0.03586413|27283:0.50209782|23804:0.03586413|22468:0.01122432|32893:0.02988677|32870:0.09884391|43816:0.02307322|43818:0.03411204|14095:0.00540806|35655:0.02390942|43814:0.06395782|45314:0.04781884|27288:0.07770561|27290:0.02390942|22442:0.02988677|32894:0.02988677|16744:0.03550883|16762:0.01109340|16768:0.04184148|11892:0.03518447|43812:0.06450486|14089:0.10161503|32871:0.10161503|27291:0.10161503|32886:0.01115714|32896:0.00564767|38812:0.00564767|289:0.05864078|6970:0.05977355|13196:0.04007807|12761:0.02390942|27708:0.00545987|11394:0.03460982|16754:0.02988677|44828:0.00543342|32854:0.01646245|561:0.02390942|27284:0.03586413|39967:0.00564767|27286:0.05977355|13763:0.02988677|31556:0.02390942|27285:0.02988677|32961:0.00564767|14075:0.02390942|3465:0.02390942|19448:0.02390942|35656:0.02390942|11885:0.06450486|45315:0.04781884|27289:0.02390942|32849:0.02988677|11893:0.03518447|43813:0.06450486|32857:0.01664010|32954:0.10161503|14090:0.10161503|32872:0.10161503|27292:0.09563768|12760:0.00564767|5088:0.00564767|38813:0.00564767|47587:0.00564767|22348:0.05977355|290:0.05977355|6971:0.05977355|43815:0.04184148|13197:0.04184148|37090:0.02390942|12762:0.02390942|562:0.02390942|39968:0.00564767|27287:0.04781884,3,2
6425:0.02162820|18108:0.05222877|25663:0.02494324|40320:0.04036038|36899:0.00657532|29109:0.04173903|47879:0.00946834|21582:0.01620510|46637:0.04132352|31386:0.12257577|48347:0.06030609|3102:0.02789217|10620:0.06280194|17263:0.15346814|10690:0.02833427|4871:0.08510553|12546:0.06854089|27300:0.06762616|3224:0.01891184|18784:0.02354010|13102:0.01912133|38006:0.02689681|14311:0.06383510|14118:0.05357494|29228:0.03327237|23505:0.02353689|6443:0.03312751|27415:0.02894343|17728:0.06073501|23570:0.04274329|24137:0.22467792|18978:0.02821519|24159:0.03428619|27420:0.02406317|24160:0.03962059|13730:0.16221194|4961:0.03591701|29354:0.02462113|21741:0.03022593|31499:0.02437409|17674:0.03296754|24193:0.06488478|17395:0.07766118|13118:0.03438898|12613:0.07672737|48378:0.07211652|5039:0.02583607|48383:0.03129480|37282:0.03271710|17589:0.09700935|6465:0.03438898|31679:0.03346425|5048:0.03901711|13741:0.76573840|47189:0.03357400|1047:0.25191007|48284:0.03749224|48275:0.15995555|47193:0.07102987|48117:0.08780317|47184:0.07022373|12566:0.04168986|24196:0.07416804|47190:0.03876988|1048:0.04539489|46699:0.03327237|47194:0.08237099|13731:0.08658039|1059:0.08473577|47185:0.08145166|48375:0.03825324|10802:0.08127718|24140:0.03373165|3220:0.04128252|24219:0.03286978|31536:0.03914528|31443:0.06376958|10881:0.03508212|10689:0.03678732|14119:0.09217606|6455:0.03631510|1060:0.08498005|18797:0.04374186|14120:0.09888912,3,2
6425:0.01578355|40075:0.00685516|18108:0.03403110|40320:0.00841534|36899:0.00274197|29109:0.02175697|26328:0.00425129|41932:0.00178568|47879:0.03948392|21582:0.02027306|46637:0.10339387|31386:0.08032402|43376:0.00666911|4296:0.02669524|3102:0.04070957|10620:0.00436484|3111:0.01442623|13813:0.03521518|17263:0.02618088|17428:0.00317856|10690:0.00295392|4871:0.05576973|3224:0.00394321|8938:0.00550923|13854:0.00670252|13856:0.00348353|40238:0.01371919|38006:0.00280406|6281:0.03197993|49572:0.12835239|46638:0.09263826|49321:0.00526028|46701:0.03762428|34936:0.14020889|48820:0.10128615|23505:0.00490756|31611:0.01989468|17630:0.01486453|31577:0.01051871|48974:0.01872345|1490:0.02522924|24137:0.01171161|13953:0.02420047|13950:0.04727750|42019:0.05376990|39859:0.02084191|20195:0.45192691|20750:0.01209256|20691:0.03703249|12223:0.01170429|12172:0.05451326|25508:0.01196607|25581:0.02599445|41476:0.09419294|39961:0.01684732|25522:0.01959329|8629:0.00513280|25537:0.03997863|24891:0.00604628|45072:0.00625246|15237:0.00599028|13294:0.00503144|30663:0.00646143|518:0.01930928|36637:0.01923594|26305:0.01918003|36275:0.02540764|5605:0.00649861|6511:0.01250028|20765:0.00621600|12224:0.00589127|20390:0.01140288|25510:0.00644470|1504:0.01288387|20695:0.00642822|20773:0.00631691|29118:0.01748518|20725:0.00643643|39970:0.01959329|25526:0.00674596|18836:0.01292287|8638:0.00631446|25571:0.00614237|47949:0.00604820|24894:0.00632432|45073:0.00632432|15256:0.00631937|13297:0.00667519|1495:0.01290050|12183:0.00645025|12229:0.00645025|12216:0.00649571|42061:0.00646990|30664:0.00653110|20707:0.01261912|12191:0.03556023|19682:0.02701343|42043:0.03048633|20517:0.00639071|20454:0.00589127|20375:0.01252821|4877:0.02004619|5025:0.01844600|36639:0.01935910|26320:0.00761182|5070:0.02731818|38218:0.00714884|20341:0.00638545|47900:0.00666836|5606:0.00654316|18815:0.02348613|6512:0.00625246|1505:0.00646425|20696:0.00646143|6513:0.00646143|20774:0.00639863|29122:0.00645025|1506:0.00644747|20726:0.00693310|39972:0.00674596|8639:0.00632432|25574:0.00619822|47951:0.00632432|24895:0.00632432|45074:0.00636984|13298:0.00679075|1496:0.00645583|12184:0.00645303|12230:0.00651031|29120:0.00648992|1497:0.00649571|12217:0.00690733|42062:0.00653110|30665:0.00655842|12200:0.00630225|19684:0.03059792|46640:0.02040673|46671:0.02052438|36648:0.00767896|46680:0.02759548|38219:0.00719213|47901:0.00671354|12194:0.00809637|20400:0.00635445|3758:0.03836321|46544:0.00759566|2614:0.04251405|1501:0.01419408|20554:0.00718663|20292:0.00710211|1502:0.00735255|20455:0.00706221|29121:0.00724301|1503:0.00722578|20555:0.00750350|25527:0.00781732|18822:0.00713828|20293:0.00710720|15257:0.00741857|31499:0.00508212|19225:0.01982170|24193:0.00676440|16896:0.00966773|48430:0.00947304|6046:0.00652810|36034:0.00660235|16270:0.00664813|2831:0.00665820|49680:0.02333871|13955:0.02466258|13952:0.02450300|49010:0.03078562|33278:0.11560998|29126:0.02178325|17746:0.00676068|40283:0.00642549|37746:0.09169748|36161:0.02161497|5066:0.00748163|36179:0.00628779|41488:0.00634179|36180:0.00648129|46381:0.04528931|46678:0.00797599|6018:0.02062168|45169:0.00810918|42237:0.01427655|34599:0.00739833|25619:0.00620263|35139:0.06450248|6098:0.08287812|15316:0.01541050|15307:0.01573533|15292:0.01581940|15297:0.02849052|15310:0.01698307|41973:0.00712263|20334:0.00795344|17684:0.01266854|48024:0.00814854|45170:0.00810918|20573:0.01449763|42240:0.00741178|519:0.00823183|20244:0.00696396|47957:0.00804660|12207:0.00671000|20330:0.00633677|20526:0.10052818|49662:0.02638385|41493:0.07305620|37781:0.05323868|49614:0.05388034|20260:0.08773031|6103:0.02630812|34993:0.03615748|35146:0.02782020|48949:0.07291101|6131:0.04753524|48929:0.00708197|15317:0.01667576|20235:0.02179924|15308:0.01680698|15293:0.01680698|15298:0.02897204|6023:0.02227618|15311:0.01859643|37361:0.00586341|20395:0.00799901|20335:0.00799901|48025:0.00814854|18832:0.01544628|20575:0.00758768|49686:0.02659253|49663:0.02723989|41496:0.02692572|20540:0.05447979|49615:0.02747914|20263:0.02676982|6104:0.02637114|48983:0.02692572|48950:0.04820416|41495:0.04780682|20274:0.04841093|15301:0.01525643|17458:0.00644470|20238:0.02260007|20332:0.00695505|49030:0.00592499|36617:0.02918558|41542:0.00732723|25523:0.00767034|46389:0.00858738|39971:0.00767034|25525:0.00835391|3105:0.02584574|3106:0.02042992|4316:0.00645583|2621:0.00796465|48463:0.00703321|16918:0.00731479|3767:0.00905671|31422:0.02704273|46763:0.02353861|48702:0.00786766|37216:0.00720883|21711:0.04778792|25560:0.00663485|20767:0.00754095|20710:0.00757975|48850:0.00724881|2701:0.13114071|2702:0.00896770|3119:0.00712263|37758:0.02614844|25577:0.00803450|49670:0.00727234|25538:0.02665986|19227:0.03142962|48579:0.02962015|20737:0.04732528|35020:0.03025624|35021:0.03354685|36163:0.00684146|31624:0.00769642|20353:0.01442890|2623:0.01893011|20355:0.01691091|9442:0.00745315|39601:0.02710245|36184:0.01384027|33305:0.03782030|20593:0.02132161|17644:0.00743918|17417:0.00744614|17293:0.00744614|6126:0.00883391|40422:0.00790970|33289:0.00769642|19325:0.00832208|20617:0.02761236|31697:0.00869254|35149:0.00816198|42075:0.02787376|39602:0.02727104|25586:0.02899525|36286:0.02614456|36185:0.01422464|49671:0.00757975|4878:0.00833788|6027:0.00751832|6025:0.00751832|6024:0.00751832|20531:0.02707248|37759:0.02743022|20272:0.00902622|33306:0.03809993|40423:0.00801072|33292:0.00896770|19326:0.00869254|20618:0.02798291|31502:0.00852886|21712:0.00845545|42076:0.02789176|25587:0.02920997|49617:0.02897204|42044:0.02725544|5074:0.02614456|5608:0.00696396|28707:0.00856752|6285:0.00864924|42238:0.00786766|20574:0.00803450|48993:0.03293228|25579:0.00821750|949:0.01482356|20514:0.03248855|36618:0.01619273|36620:0.01624427|43403:0.00847334|36042:0.00816198|16276:0.00812214|2835:0.00809637|20558:0.00737194|20199:0.01503665|42049:0.00692444|20515:0.01635119|20516:0.01640670|35147:0.02943589|25539:0.03719287|20596:0.00823183|41423:0.00793135|46487:0.00757975|44345:0.02473908|15385:0.03159615|15289:0.00827601|38832:0.03375142|25531:0.00869254|20605:0.00814854|48703:0.00824636|20566:0.00802254|41424:0.00845545|951:0.00767896|29473:0.01667576|6537:0.03944239|31471:0.03281339|15386:0.03335151|20478:0.06325610|3261:0.03341565|15290:0.00847334|31469:0.03335151|20543:0.03375142|38833:0.03389337|41544:0.00835391|20342:0.00818938|39974:0.00869254|25532:0.00876092|20713:0.00814854|20606:0.00856752|48704:0.00824636|25563:0.00808371|45171:0.00827601|20567:0.00852886|18816:0.00803450|20201:0.00787802|36165:0.00807120|6539:0.00864924|31472:0.03354685|15387:0.03335151|12197:0.03119125|31424:0.03304434|6538:0.03243670|15318:0.01793540|15291:0.00912039|15309:0.01793540|15294:0.01793540|31470:0.03368215|39606:0.03375142|20544:0.03389337|38834:0.03389337|20520:0.00849153|3829:0.11465136|20694:0.00912039|40211:0.00731479|48923:0.04947816|6135:0.01867516|48722:0.11594861|33313:0.00905671|33311:0.00856752|33429:0.01619273|48725:0.01932477|38942:0.08473343|48705:0.01575604|35017:0.00832208|33279:0.00826109|42083:0.00854801|48043:0.11594861|48723:0.11594861|46388:0.01729848|44346:0.02506174|2704:0.02681875|39867:0.00883391|20591:0.00813526|49579:0.01771875|2709:0.00891218|48045:0.01943580|48726:0.01932477|35009:0.06691460|48037:0.01629707|48709:0.01632396|34986:0.03635232|4368:0.01575604|3835:0.03864954|38944:0.01824078|38943:0.01837611|33293:0.03554183|49638:0.03100217|4967:0.00896770|2617:0.02642708|3763:0.01837611|48834:0.00918806|18207:0.01713503|3759:0.01837611|35150:0.00885938|31625:0.00794234|41492:0.00757975|17747:0.00793135|48932:0.00840349|33280:0.00830650|37365:0.00883391|48044:0.11594861|29474:0.01680698|44347:0.02536636|46767:0.00905671|49580:0.00918806|48046:0.01943580|5034:0.01761805|17419:0.00933758|48039:0.01691091|3836:0.03961558|48924:0.00966238|20482:0.01599803|31580:0.01884175|3133:0.00807120|13951:0.03533564|37784:0.03270238|49639:0.03354685|29133:0.03864954|3262:0.03887160|46656:0.00896770|4968:0.00946506|15312:0.01884175|6132:0.00942087|48724:0.01932477|20595:0.01717475|3108:0.00854801|522:0.00803450|4879:0.00818938|48482:0.00918806|16939:0.00878470|48711:0.00912039|5438:0.02452679|524:0.00739167|4880:0.00758768|5439:0.02621292|20483:0.02594772|5440:0.02628275|48853:0.00896770|4915:0.00912039|46646:0.00915369|42068:0.00803450|5089:0.02951484|33299:0.01867516|25513:0.00829115|46683:0.02951484|49037:0.00891218|33294:0.03961558|41479:0.03887160|18837:0.00955923|4371:0.01805243|40242:0.00902622|20480:0.00899656|24182:0.00854801|37766:0.00955923|20533:0.00955923|3831:0.02767063|3832:0.01867516|4319:0.00951112|4467:0.00933758|3166:0.00946506|49220:0.03989498|49723:0.03989498|29682:0.04668789|46711:0.03864954|9312:0.54827292|9311:0.08772367|20308:0.09868913|9313:0.18641279|49581:0.04210648|37782:0.04210648,3,2
